zaxis,yaxis,H,B,C,O,F,Na,Mg,Al,Si,P,S,Cl,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Se,Ag,Sb,Ba,Pb,Bi,U,REE
Na,Fe,0.12475822050290135,0.007736943907156673,0.006769825918762089,0.19342359767891681,0.022243713733075435,0.19439071566731142,0.03868471953578337,0.04932301740812379,0.109284332688588,0.047388781431334626,0.01644100580270793,0.017408123791102514,0.02804642166344294,0.06382978723404255,0.025145067698259187,0.0009671179883945841,0.02611218568665377,0.19439071566731142,0.0,0.004835589941972921,0.0,0.020309477756286266,0.0,0.0,0.0,0.013539651837524178,0.0009671179883945841,0.0,0.0009671179883945841,0.007736943907156673
Na,Ni,0.0019342359767891683,0.0,0.0009671179883945841,0.0019342359767891683,0.0,0.0019342359767891683,0.0,0.0,0.0,0.0,0.0009671179883945841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019342359767891683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Na,Cu,0.015473887814313346,0.0,0.005802707930367505,0.04061895551257253,0.0029013539651837525,0.041586073500967116,0.0038684719535783366,0.0009671179883945841,0.0019342359767891683,0.0038684719535783366,0.012572533849129593,0.01160541586073501,0.007736943907156673,0.008704061895551257,0.0019342359767891683,0.0009671179883945841,0.0,0.004835589941972921,0.0,0.041586073500967116,0.0009671179883945841,0.01644100580270793,0.0009671179883945841,0.0,0.0009671179883945841,0.0,0.0009671179883945841,0.0009671179883945841,0.0,0.0009671179883945841
Na,Zn,0.010638297872340425,0.0,0.0,0.017408123791102514,0.0009671179883945841,0.017408123791102514,0.0,0.0009671179883945841,0.010638297872340425,0.0,0.0038684719535783366,0.0009671179883945841,0.0029013539651837525,0.0009671179883945841,0.005802707930367505,0.0,0.0019342359767891683,0.0,0.0,0.0009671179883945841,0.017408123791102514,0.0019342359767891683,0.0,0.0,0.0,0.0019342359767891683,0.0,0.0,0.0,0.0038684719535783366
Na,As,0.03481624758220503,0.0,0.0,0.06769825918762089,0.007736943907156673,0.06769825918762089,0.022243713733075435,0.007736943907156673,0.0019342359767891683,0.0029013539651837525,0.0009671179883945841,0.010638297872340425,0.004835589941972921,0.027079303675048357,0.0029013539651837525,0.0019342359767891683,0.010638297872340425,0.020309477756286266,0.0,0.01644100580270793,0.0019342359767891683,0.06769825918762089,0.0,0.0,0.0009671179883945841,0.0,0.0019342359767891683,0.0,0.0009671179883945841,0.0
Na,Se,0.0019342359767891683,0.0,0.0,0.0029013539651837525,0.0,0.0029013539651837525,0.0009671179883945841,0.0,0.0,0.0,0.0,0.0009671179883945841,0.0009671179883945841,0.0,0.0,0.0,0.0,0.0,0.0,0.0009671179883945841,0.0,0.0,0.0029013539651837525,0.0,0.0,0.0,0.0,0.0,0.0009671179883945841,0.0
Na,Ag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Na,Sb,0.0038684719535783366,0.0,0.0,0.005802707930367505,0.0,0.005802707930367505,0.0,0.0,0.0,0.0,0.0019342359767891683,0.0,0.0,0.0,0.0009671179883945841,0.0,0.0,0.0,0.0,0.0009671179883945841,0.0,0.0009671179883945841,0.0,0.0,0.005802707930367505,0.0,0.0,0.0,0.0,0.0
Na,Ba,0.04061895551257253,0.0038684719535783366,0.008704061895551257,0.05899419729206963,0.0183752417794971,0.059961315280464215,0.0038684719535783366,0.006769825918762089,0.041586073500967116,0.01160541586073501,0.0019342359767891683,0.0019342359767891683,0.007736943907156673,0.007736943907156673,0.03481624758220503,0.0,0.007736943907156673,0.013539651837524178,0.0,0.0,0.0019342359767891683,0.0,0.0,0.0,0.0,0.059961315280464215,0.0,0.0,0.0,0.014506769825918761
Na,Pb,0.0029013539651837525,0.0,0.0019342359767891683,0.005802707930367505,0.0,0.005802707930367505,0.0,0.0009671179883945841,0.0,0.0009671179883945841,0.0009671179883945841,0.0019342359767891683,0.0,0.0019342359767891683,0.0,0.0,0.0,0.0009671179883945841,0.0,0.0009671179883945841,0.0,0.0019342359767891683,0.0,0.0,0.0,0.0,0.005802707930367505,0.0,0.0,0.0
Na,Bi,0.0009671179883945841,0.0,0.0,0.004835589941972921,0.0009671179883945841,0.004835589941972921,0.0,0.0,0.0,0.0,0.0029013539651837525,0.0009671179883945841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009671179883945841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004835589941972921,0.0,0.0
