zaxis,yaxis,H,Na,K,Mg,Ca,Ba,Ti,V,Mn,Fe,Ni,Cu,Ag,Zn,B,Al,C,Si,Pb,REE,U,F,Cl,O,S,Se,P,As,Sb,Bi
Al,Ni,0.007744434,0,0,0.000968054,0,0,0,0.001936108,0,0.000968054,0.008712488,0.001936108,0,0.000968054,0,0.008712488,0.000968054,0.001936108,0,0,0,0,0,0.007744434,0.002904163,0,0,0,0,0
Al,Cu,0.040658277,0.002904163,0.003872217,0.002904163,0.006776379,0.000968054,0,0.002904163,0,0.007744434,0.001936108,0.048402711,0,0.000968054,0,0.048402711,0.000968054,0.005808325,0.004840271,0,0,0.003872217,0.005808325,0.045498548,0.017424976,0,0.006776379,0.015488867,0.002904163,0
Al,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al,Zn,0.030009681,0.002904163,0.005808325,0.010648596,0.001936108,0,0.003872217,0.001936108,0.003872217,0.012584705,0.000968054,0.000968054,0,0.034849952,0,0.034849952,0.000968054,0.011616651,0,0,0,0,0,0.033881897,0.006776379,0,0.002904163,0.002904163,0.000968054,0
Al,B,0.048402711,0.019361084,0.005808325,0.028073572,0.025169409,0,0.001936108,0.000968054,0.002904163,0.01839303,0,0,0,0,0.07357212,0.07357212,0.002904163,0.057115198,0,0.006776379,0,0.010648596,0.003872217,0.07357212,0.001936108,0,0,0.001936108,0.000968054,0
Al,Al,0.766698935,0.265246854,0.143272023,0.22749274,0.359148112,0.049370765,0.038722168,0.031945789,0.081316554,0.201355276,0.008712488,0.048402711,0,0.034849952,0.07357212,1,0.056147144,0.546950629,0.029041626,0.056147144,0.017424976,0.129719264,0.05517909,0.979670862,0.137463698,0.000968054,0.164569216,0.050338819,0.008712488,0.000968054
Al,C,0.051306873,0.017424976,0.004840271,0.010648596,0.020329138,0.005808325,0,0.000968054,0.001936108,0.001936108,0.000968054,0.000968054,0,0.000968054,0.002904163,0.056147144,0.056147144,0.021297193,0.003872217,0.003872217,0,0.003872217,0.008712488,0.056147144,0.010648596,0,0.005808325,0,0,0
Al,Si,0.400774443,0.192642788,0.11713456,0.149080348,0.263310745,0.030977735,0.022265247,0.011616651,0.050338819,0.119070668,0.001936108,0.005808325,0,0.011616651,0.057115198,0.546950629,0.021297193,0.546950629,0.009680542,0.039690223,0,0.054211036,0.032913843,0.546950629,0.031945789,0,0.007744434,0.006776379,0.001936108,0
Al,Pb,0.027105518,0.001936108,0.000968054,0,0.006776379,0,0,0.000968054,0.001936108,0.003872217,0,0.004840271,0,0,0,0.029041626,0.003872217,0.009680542,0.029041626,0,0.000968054,0.002904163,0.002904163,0.028073572,0.007744434,0,0.006776379,0.002904163,0.000968054,0
Al,REE,0.047434656,0.001936108,0,0.008712488,0.032913843,0,0.006776379,0.001936108,0.008712488,0.017424976,0,0,0,0,0.006776379,0.056147144,0.003872217,0.039690223,0,0.056147144,0,0.011616651,0,0.056147144,0.004840271,0,0.005808325,0.003872217,0,0
Al,U,0.017424976,0.000968054,0,0,0,0,0,0.001936108,0,0.000968054,0,0,0,0,0,0.017424976,0,0,0.000968054,0,0.017424976,0.002904163,0,0.017424976,0.001936108,0,0.012584705,0.001936108,0,0
Al,F,0.075508228,0.046466602,0.015488867,0.035818006,0.05517909,0.005808325,0.002904163,0.002904163,0.006776379,0.019361084,0,0.003872217,0,0,0.010648596,0.129719264,0.003872217,0.054211036,0.002904163,0.011616651,0.002904163,0.129719264,0.003872217,0.115198451,0.014520813,0,0.023233301,0.004840271,0,0
Al,Cl,0.035818006,0.025169409,0.014520813,0.007744434,0.029041626,0.002904163,0.000968054,0,0,0.003872217,0,0.005808325,0,0,0.003872217,0.05517909,0.008712488,0.032913843,0.002904163,0,0,0.003872217,0.05517909,0.05517909,0.01839303,0,0.000968054,0.001936108,0.000968054,0
Al,O,0.766698935,0.256534366,0.142303969,0.224588577,0.352371733,0.047434656,0.038722168,0.031945789,0.081316554,0.199419167,0.007744434,0.045498548,0,0.033881897,0.07357212,0.979670862,0.056147144,0.546950629,0.028073572,0.056147144,0.017424976,0.115198451,0.05517909,0.979670862,0.137463698,0.000968054,0.164569216,0.050338819,0.008712488,0.000968054
Al,S,0.123910939,0.034849952,0.022265247,0.016456922,0.039690223,0.002904163,0,0.000968054,0.003872217,0.013552759,0.002904163,0.017424976,0,0.006776379,0.001936108,0.137463698,0.010648596,0.031945789,0.007744434,0.004840271,0.001936108,0.014520813,0.01839303,0.137463698,0.137463698,0,0.010648596,0.004840271,0.001936108,0
Al,Se,0.000968054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000968054,0,0,0,0,0,0,0,0.000968054,0,0.000968054,0,0,0,0
Al,P,0.150048403,0.034849952,0.008712488,0.021297193,0.040658277,0.009680542,0.001936108,0.003872217,0.025169409,0.037754114,0,0.006776379,0,0.002904163,0,0.164569216,0.005808325,0.007744434,0.006776379,0.005808325,0.012584705,0.023233301,0.000968054,0.164569216,0.010648596,0,0.164569216,0,0,0.000968054
Al,As,0.042594385,0.006776379,0.002904163,0.005808325,0.008712488,0.002904163,0.001936108,0.000968054,0.003872217,0.009680542,0,0.015488867,0,0.002904163,0.001936108,0.050338819,0,0.006776379,0.002904163,0.003872217,0.001936108,0.004840271,0.001936108,0.050338819,0.004840271,0,0,0.050338819,0,0
Al,Sb,0.004840271,0,0,0.001936108,0.001936108,0,0,0,0.000968054,0.001936108,0,0.002904163,0,0.000968054,0.000968054,0.008712488,0,0.001936108,0.000968054,0,0,0,0.000968054,0.008712488,0.001936108,0,0,0,0.008712488,0
Al,Bi,0.000968054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000968054,0,0,0,0,0,0,0,0.000968054,0,0,0.000968054,0,0,0.000968054
C,H,0.701970443,0.147783251,0.02955665,0.118226601,0.221674877,0.02955665,0.004926108,0.002463054,0.036945813,0.049261084,0.032019704,0.07635468,0,0.027093596,0.027093596,0.130541872,0.701970443,0.110837438,0.056650246,0.123152709,0.071428571,0.032019704,0.056650246,0.674876847,0.07635468,0,0.039408867,0.007389163,0,0
C,Na,0.147783251,0.253694581,0.024630542,0.024630542,0.103448276,0.022167488,0.009852217,0,0.022167488,0.017241379,0.002463054,0.012315271,0,0,0.002463054,0.044334975,0.253694581,0.056650246,0.002463054,0.078817734,0.014778325,0.039408867,0.027093596,0.253694581,0.039408867,0,0.032019704,0.002463054,0,0
C,K,0.02955665,0.024630542,0.04679803,0.002463054,0.027093596,0.002463054,0,0,0,0.002463054,0,0.002463054,0,0,0,0.012315271,0.04679803,0.017241379,0,0.004926108,0.007389163,0.002463054,0.009852217,0.04679803,0.009852217,0,0,0,0,0
C,Mg,0.118226601,0.024630542,0.002463054,0.142857143,0.036945813,0.007389163,0,0,0.004926108,0.014778325,0,0.004926108,0,0.002463054,0.014778325,0.027093596,0.142857143,0.012315271,0.007389163,0.002463054,0.009852217,0.004926108,0.012315271,0.142857143,0.014778325,0,0.019704433,0,0,0
C,Ca,0.221674877,0.103448276,0.027093596,0.036945813,0.332512315,0.02955665,0,0.002463054,0.019704433,0.009852217,0,0.014778325,0,0.007389163,0.017241379,0.051724138,0.332512315,0.078817734,0.004926108,0.083743842,0.044334975,0.04679803,0.032019704,0.332512315,0.034482759,0,0.017241379,0.004926108,0,0.004926108
C,Ba,0.02955665,0.022167488,0.002463054,0.007389163,0.02955665,0.071428571,0.002463054,0.002463054,0,0.007389163,0,0,0,0,0,0.014778325,0.071428571,0.014778325,0,0.02955665,0.002463054,0.027093596,0.007389163,0.071428571,0.002463054,0,0.004926108,0,0,0
C,Ti,0.004926108,0.009852217,0,0,0,0.002463054,0.014778325,0.002463054,0,0.004926108,0,0,0,0,0,0,0.014778325,0.009852217,0,0.007389163,0,0.002463054,0,0.012315271,0,0,0,0,0,0
C,V,0.002463054,0,0,0,0.002463054,0.002463054,0.002463054,0.004926108,0,0.002463054,0,0,0,0,0,0.002463054,0.004926108,0.002463054,0,0,0,0.002463054,0,0.002463054,0,0,0,0,0,0
C,Mn,0.036945813,0.022167488,0,0.004926108,0.019704433,0,0,0,0.054187192,0,0,0,0,0,0.002463054,0.004926108,0.054187192,0.007389163,0.004926108,0.009852217,0,0.004926108,0.007389163,0.054187192,0.012315271,0,0.004926108,0.004926108,0,0
C,Fe,0.049261084,0.017241379,0.002463054,0.014778325,0.009852217,0.007389163,0.004926108,0.002463054,0,0.073891626,0.007389163,0,0,0.002463054,0,0.004926108,0.073891626,0.019704433,0.002463054,0.002463054,0,0.002463054,0.002463054,0.061576355,0.004926108,0,0.004926108,0,0,0
C,Ni,0.032019704,0.002463054,0,0,0,0,0,0,0,0.007389163,0.039408867,0.002463054,0,0,0,0.002463054,0.039408867,0,0,0,0,0,0,0.032019704,0.002463054,0,0,0,0,0
C,Cu,0.07635468,0.012315271,0.002463054,0.004926108,0.014778325,0,0,0,0,0,0.002463054,0.083743842,0,0.007389163,0.002463054,0.002463054,0.083743842,0.004926108,0.009852217,0.009852217,0.007389163,0,0.007389163,0.083743842,0.004926108,0,0,0.002463054,0,0
C,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,Zn,0.027093596,0,0,0.002463054,0.007389163,0,0,0,0,0.002463054,0,0.007389163,0,0.032019704,0,0.002463054,0.032019704,0,0,0,0.002463054,0,0,0.032019704,0.002463054,0,0.002463054,0,0,0
C,B,0.027093596,0.002463054,0,0.014778325,0.017241379,0,0,0,0.002463054,0,0,0.002463054,0,0,0.02955665,0.007389163,0.02955665,0.007389163,0.004926108,0.002463054,0,0.002463054,0.004926108,0.02955665,0,0,0,0,0,0
C,Al,0.130541872,0.044334975,0.012315271,0.027093596,0.051724138,0.014778325,0,0.002463054,0.004926108,0.004926108,0.002463054,0.002463054,0,0.002463054,0.007389163,0.142857143,0.142857143,0.054187192,0.009852217,0.009852217,0,0.009852217,0.022167488,0.142857143,0.027093596,0,0.014778325,0,0,0
C,C,0.701970443,0.253694581,0.04679803,0.142857143,0.332512315,0.071428571,0.014778325,0.004926108,0.054187192,0.073891626,0.039408867,0.083743842,0,0.032019704,0.02955665,0.142857143,1,0.142857143,0.068965517,0.21182266,0.078817734,0.096059113,0.07635468,0.938423645,0.100985222,0,0.054187192,0.007389163,0,0.007389163
C,Si,0.110837438,0.056650246,0.017241379,0.012315271,0.078817734,0.014778325,0.009852217,0.002463054,0.007389163,0.019704433,0,0.004926108,0,0,0.007389163,0.054187192,0.142857143,0.142857143,0.014778325,0.032019704,0.002463054,0.009852217,0.024630542,0.140394089,0.024630542,0,0.009852217,0,0,0
C,Pb,0.056650246,0.002463054,0,0.007389163,0.004926108,0,0,0,0.004926108,0.002463054,0,0.009852217,0,0,0.004926108,0.009852217,0.068965517,0.014778325,0.068965517,0.004926108,0.002463054,0.002463054,0.014778325,0.068965517,0.019704433,0,0,0,0,0
C,REE,0.123152709,0.078817734,0.004926108,0.002463054,0.083743842,0.02955665,0.007389163,0,0.009852217,0.002463054,0,0.009852217,0,0,0.002463054,0.009852217,0.21182266,0.032019704,0.004926108,0.21182266,0.014778325,0.061576355,0.007389163,0.21182266,0.014778325,0,0.012315271,0,0,0
C,U,0.071428571,0.014778325,0.007389163,0.009852217,0.044334975,0.002463054,0,0,0,0,0,0.007389163,0,0.002463054,0,0,0.078817734,0.002463054,0.002463054,0.014778325,0.078817734,0.004926108,0,0.078817734,0.004926108,0,0,0,0,0
C,F,0.032019704,0.039408867,0.002463054,0.004926108,0.04679803,0.027093596,0.002463054,0.002463054,0.004926108,0.002463054,0,0,0,0,0.002463054,0.009852217,0.096059113,0.009852217,0.002463054,0.061576355,0.004926108,0.096059113,0.004926108,0.096059113,0.007389163,0,0.004926108,0,0,0.002463054
C,Cl,0.056650246,0.027093596,0.009852217,0.012315271,0.032019704,0.007389163,0,0,0.007389163,0.002463054,0,0.007389163,0,0,0.004926108,0.022167488,0.07635468,0.024630542,0.014778325,0.007389163,0,0.004926108,0.07635468,0.07635468,0.022167488,0,0.002463054,0,0,0
C,O,0.674876847,0.253694581,0.04679803,0.142857143,0.332512315,0.071428571,0.012315271,0.002463054,0.054187192,0.061576355,0.032019704,0.083743842,0,0.032019704,0.02955665,0.142857143,0.938423645,0.140394089,0.068965517,0.21182266,0.078817734,0.096059113,0.07635468,0.938423645,0.100985222,0,0.054187192,0.007389163,0,0.007389163
C,S,0.07635468,0.039408867,0.009852217,0.014778325,0.034482759,0.002463054,0,0,0.012315271,0.004926108,0.002463054,0.004926108,0,0.002463054,0,0.027093596,0.100985222,0.024630542,0.019704433,0.014778325,0.004926108,0.007389163,0.022167488,0.100985222,0.100985222,0,0.002463054,0,0,0
C,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,P,0.039408867,0.032019704,0,0.019704433,0.017241379,0.004926108,0,0,0.004926108,0.004926108,0,0,0,0.002463054,0,0.014778325,0.054187192,0.009852217,0,0.012315271,0,0.004926108,0.002463054,0.054187192,0.002463054,0,0.054187192,0,0,0
C,As,0.007389163,0.002463054,0,0,0.004926108,0,0,0,0.004926108,0,0,0.002463054,0,0,0,0,0.007389163,0,0,0,0,0,0,0.007389163,0,0,0,0.007389163,0,0
C,Sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,Bi,0,0,0,0,0.004926108,0,0,0,0,0,0,0,0,0,0,0,0.007389163,0,0,0,0,0.002463054,0,0.007389163,0,0,0,0,0,0.007389163
Si,H,0.652881356,0.261016949,0.130847458,0.124067797,0.286101695,0.059661017,0.091525424,0.016271186,0.127457627,0.154576271,0.004745763,0.019661017,0,0.021694915,0.05220339,0.280677966,0.030508475,0.652881356,0.018305085,0.06440678,0.012881356,0.061016949,0.037966102,0.651525424,0.023728814,0,0.011525424,0.010847458,0.001355932,0.000677966
Si,Na,0.261016949,0.372881356,0.098983051,0.070508475,0.152542373,0.033220339,0.09559322,0.004745763,0.063728814,0.090847458,0,0.002033898,0,0.006779661,0.029152542,0.134915254,0.01559322,0.372881356,0,0.037288136,0.002033898,0.075932203,0.029830508,0.370847458,0.018983051,0,0.014237288,0.002711864,0,0
Si,K,0.130847458,0.098983051,0.189830508,0.035254237,0.076610169,0.018305085,0.043389831,0.002033898,0.030508475,0.040677966,0,0.004067797,0,0.008135593,0.006101695,0.082033898,0.004745763,0.189830508,0.000677966,0.007457627,0.002033898,0.033898305,0.01220339,0.187118644,0.010169492,0,0.001355932,0.000677966,0,0
Si,Mg,0.124067797,0.070508475,0.035254237,0.187118644,0.073220339,0.008135593,0.016271186,0.003389831,0.020338983,0.063050847,0.001355932,0.000677966,0,0.004067797,0.020338983,0.10440678,0.003389831,0.187118644,0.002033898,0.008813559,0.002033898,0.032542373,0.004745763,0.187118644,0.000677966,0,0.002033898,0.002711864,0.000677966,0
Si,Ca,0.286101695,0.152542373,0.076610169,0.073220339,0.418983051,0.021016949,0.048135593,0.008135593,0.058305085,0.096949153,0,0.006779661,0,0.006779661,0.030508475,0.18440678,0.021694915,0.418983051,0.009491525,0.052881356,0.004745763,0.071864407,0.037288136,0.418983051,0.027118644,0,0.014915254,0.002711864,0.000677966,0
Si,Ba,0.059661017,0.033220339,0.018305085,0.008135593,0.021016949,0.090847458,0.038644068,0.006101695,0.014915254,0.022372881,0,0.002711864,0,0.000677966,0.009491525,0.021694915,0.004067797,0.090847458,0.001355932,0.007457627,0.000677966,0.019661017,0.010169492,0.090847458,0.002711864,0,0.004745763,0,0,0
Si,Ti,0.091525424,0.09559322,0.043389831,0.016271186,0.048135593,0.038644068,0.146440678,0.001355932,0.031186441,0.046101695,0,0.000677966,0,0.004745763,0.006101695,0.01559322,0.002711864,0.146440678,0,0.025762712,0,0.038644068,0.008135593,0.145762712,0.000677966,0,0.008813559,0.001355932,0,0
Si,V,0.016271186,0.004745763,0.002033898,0.003389831,0.008135593,0.006101695,0.001355932,0.025762712,0.006779661,0.002711864,0,0,0,0.000677966,0.002711864,0.008135593,0.000677966,0.025762712,0.000677966,0.001355932,0,0.001355932,0.001355932,0.025762712,0,0,0,0.000677966,0,0
Si,Mn,0.127457627,0.063728814,0.030508475,0.020338983,0.058305085,0.014915254,0.031186441,0.006779661,0.166779661,0.037288136,0,0.002033898,0,0.010169492,0.007457627,0.035254237,0.002033898,0.166779661,0.004067797,0.018983051,0,0.023050847,0.013559322,0.165423729,0.001355932,0,0.005423729,0.008813559,0.003389831,0
Si,Fe,0.154576271,0.090847458,0.040677966,0.063050847,0.096949153,0.022372881,0.046101695,0.002711864,0.037288136,0.232542373,0.000677966,0.003389831,0,0.004745763,0.016949153,0.083389831,0.005423729,0.232542373,0.006101695,0.033220339,0,0.033220339,0.017627119,0.226440678,0.002033898,0,0.005423729,0.005423729,0.002033898,0.000677966
Si,Ni,0.004745763,0,0,0.001355932,0,0,0,0,0,0.000677966,0.006101695,0,0,0,0,0.001355932,0,0.006101695,0,0,0,0,0,0.005423729,0,0,0.000677966,0,0,0
Si,Cu,0.019661017,0.002033898,0.004067797,0.000677966,0.006779661,0.002711864,0.000677966,0,0.002033898,0.003389831,0,0.025762712,0,0.000677966,0,0.004067797,0.001355932,0.025762712,0.004745763,0.000677966,0.000677966,0,0.001355932,0.025762712,0.002711864,0,0,0.002033898,0,0
Si,Ag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si,Zn,0.021694915,0.006779661,0.008135593,0.004067797,0.006779661,0.000677966,0.004745763,0.000677966,0.010169492,0.004745763,0,0.000677966,0,0.033898305,0,0.008135593,0,0.033898305,0.003389831,0.001355932,0,0.001355932,0,0.033898305,0.002711864,0,0.000677966,0.004067797,0.000677966,0
Si,B,0.05220339,0.029152542,0.006101695,0.020338983,0.030508475,0.009491525,0.006101695,0.002711864,0.007457627,0.016949153,0,0,0,0,0.077966102,0.04,0.002033898,0.077966102,0.002033898,0.014915254,0,0.016949153,0.005423729,0.077288136,0.001355932,0,0.002711864,0.001355932,0,0
Si,Al,0.280677966,0.134915254,0.082033898,0.10440678,0.18440678,0.021694915,0.01559322,0.008135593,0.035254237,0.083389831,0.001355932,0.004067797,0,0.008135593,0.04,0.383050847,0.014915254,0.383050847,0.006779661,0.02779661,0,0.037966102,0.023050847,0.383050847,0.022372881,0,0.005423729,0.004745763,0.001355932,0
Si,C,0.030508475,0.01559322,0.004745763,0.003389831,0.021694915,0.004067797,0.002711864,0.000677966,0.002033898,0.005423729,0,0.001355932,0,0,0.002033898,0.014915254,0.039322034,0.039322034,0.004067797,0.008813559,0.000677966,0.002711864,0.006779661,0.038644068,0.006779661,0,0.002711864,0,0,0
Si,Si,0.652881356,0.372881356,0.189830508,0.187118644,0.418983051,0.090847458,0.146440678,0.025762712,0.166779661,0.232542373,0.006101695,0.025762712,0,0.033898305,0.077966102,0.383050847,0.039322034,1,0.029830508,0.103728814,0.014237288,0.132881356,0.056949153,0.985084746,0.037966102,0,0.025084746,0.014915254,0.004745763,0.002033898
Si,Pb,0.018305085,0,0.000677966,0.002033898,0.009491525,0.001355932,0,0.000677966,0.004067797,0.006101695,0,0.004745763,0,0.003389831,0.002033898,0.006779661,0.004067797,0.029830508,0.029830508,0.000677966,0.000677966,0.002711864,0.005423729,0.029830508,0.004745763,0,0,0.000677966,0,0
Si,REE,0.06440678,0.037288136,0.007457627,0.008813559,0.052881356,0.007457627,0.025762712,0.001355932,0.018983051,0.033220339,0,0.000677966,0,0.001355932,0.014915254,0.02779661,0.008813559,0.103728814,0.000677966,0.103728814,0.000677966,0.027118644,0.003389831,0.103728814,0.000677966,0,0.006779661,0.002033898,0,0
Si,U,0.012881356,0.002033898,0.002033898,0.002033898,0.004745763,0.000677966,0,0,0,0,0,0.000677966,0,0,0,0,0.000677966,0.014237288,0.000677966,0.000677966,0.014237288,0,0,0.014237288,0,0,0,0,0,0
Si,F,0.061016949,0.075932203,0.033898305,0.032542373,0.071864407,0.019661017,0.038644068,0.001355932,0.023050847,0.033220339,0,0,0,0.001355932,0.016949153,0.037966102,0.002711864,0.132881356,0.002711864,0.027118644,0,0.132881356,0.005423729,0.128135593,0.002033898,0,0.009491525,0.001355932,0,0
Si,Cl,0.037966102,0.029830508,0.01220339,0.004745763,0.037288136,0.010169492,0.008135593,0.001355932,0.013559322,0.017627119,0,0.001355932,0,0,0.005423729,0.023050847,0.006779661,0.056949153,0.005423729,0.003389831,0,0.005423729,0.056949153,0.056949153,0.009491525,0,0.000677966,0.000677966,0,0
Si,O,0.651525424,0.370847458,0.187118644,0.187118644,0.418983051,0.090847458,0.145762712,0.025762712,0.165423729,0.226440678,0.005423729,0.025762712,0,0.033898305,0.077288136,0.383050847,0.038644068,0.985084746,0.029830508,0.103728814,0.014237288,0.128135593,0.056949153,0.985084746,0.037966102,0,0.02440678,0.014915254,0.004745763,0.002033898
Si,S,0.023728814,0.018983051,0.010169492,0.000677966,0.027118644,0.002711864,0.000677966,0,0.001355932,0.002033898,0,0.002711864,0,0.002711864,0.001355932,0.022372881,0.006779661,0.037966102,0.004745763,0.000677966,0,0.002033898,0.009491525,0.037966102,0.037966102,0,0.000677966,0.000677966,0,0
Si,Se,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Si,P,0.011525424,0.014237288,0.001355932,0.002033898,0.014915254,0.004745763,0.008813559,0,0.005423729,0.005423729,0.000677966,0,0,0.000677966,0.002711864,0.005423729,0.002711864,0.025084746,0,0.006779661,0,0.009491525,0.000677966,0.02440678,0.000677966,0,0.025084746,0,0,0
Si,As,0.010847458,0.002711864,0.000677966,0.002711864,0.002711864,0,0.001355932,0.000677966,0.008813559,0.005423729,0,0.002033898,0,0.004067797,0.001355932,0.004745763,0,0.014915254,0.000677966,0.002033898,0,0.001355932,0.000677966,0.014915254,0.000677966,0,0,0.014915254,0.000677966,0
Si,Sb,0.001355932,0,0,0.000677966,0.000677966,0,0,0,0.003389831,0.002033898,0,0,0,0.000677966,0,0.001355932,0,0.004745763,0,0,0,0,0,0.004745763,0,0,0,0.000677966,0.004745763,0
Si,Bi,0.000677966,0,0,0,0,0,0,0,0,0.000677966,0,0,0,0,0,0,0,0.002033898,0,0,0,0,0,0.002033898,0,0,0,0,0,0.002033898
Pb,H,0.384615385,0.011538462,0.007692308,0.013461538,0.026923077,0.003846154,0.007692308,0.026923077,0.034615385,0.082692308,0.001923077,0.101923077,0.003846154,0.032692308,0.007692308,0.053846154,0.044230769,0.051923077,0.384615385,0.011538462,0.05,0.011538462,0.075,0.382692308,0.076923077,0.009615385,0.048076923,0.078846154,0.007692308,0.009615385
Pb,Na,0.011538462,0.023076923,0.007692308,0,0.009615385,0.001923077,0.005769231,0,0.005769231,0.007692308,0,0.001923077,0,0.001923077,0,0.003846154,0.001923077,0,0.023076923,0.005769231,0.005769231,0.003846154,0.005769231,0.023076923,0.003846154,0,0.001923077,0.005769231,0,0
Pb,K,0.007692308,0.007692308,0.021153846,0,0.003846154,0.003846154,0.001923077,0,0,0.001923077,0,0.005769231,0.001923077,0.001923077,0.001923077,0.001923077,0,0.001923077,0.021153846,0.001923077,0.001923077,0.001923077,0.009615385,0.015384615,0.005769231,0.001923077,0,0.001923077,0.001923077,0
Pb,Mg,0.013461538,0,0,0.015384615,0.001923077,0,0,0,0.005769231,0.005769231,0,0,0,0,0.001923077,0,0.005769231,0.005769231,0.015384615,0,0.001923077,0.001923077,0.003846154,0.015384615,0.001923077,0,0,0.001923077,0,0
Pb,Ca,0.026923077,0.009615385,0.003846154,0.001923077,0.053846154,0.005769231,0,0,0.007692308,0.007692308,0,0.007692308,0,0.003846154,0.003846154,0.013461538,0.003846154,0.026923077,0.053846154,0.005769231,0.003846154,0.009615385,0.009615385,0.051923077,0.003846154,0,0.007692308,0.005769231,0.001923077,0
Pb,Ba,0.003846154,0.001923077,0.003846154,0,0.005769231,0.007692308,0,0,0.001923077,0.003846154,0.001923077,0.001923077,0,0,0.001923077,0,0,0.003846154,0.007692308,0.001923077,0.001923077,0.001923077,0.001923077,0.005769231,0.001923077,0,0,0,0,0
Pb,Ti,0.007692308,0.005769231,0.001923077,0,0,0,0.019230769,0.003846154,0.011538462,0.015384615,0,0,0,0.005769231,0,0,0,0,0.019230769,0.011538462,0.007692308,0.001923077,0,0.019230769,0,0,0,0.001923077,0,0
Pb,V,0.026923077,0,0,0,0,0,0.003846154,0.042307692,0.009615385,0.013461538,0,0.003846154,0,0.005769231,0,0.001923077,0,0.001923077,0.042307692,0.001923077,0.003846154,0,0.007692308,0.042307692,0,0,0.003846154,0.001923077,0,0.001923077
Pb,Mn,0.034615385,0.005769231,0,0.005769231,0.007692308,0.001923077,0.011538462,0.009615385,0.065384615,0.021153846,0,0,0.003846154,0.007692308,0.001923077,0.003846154,0.003846154,0.011538462,0.065384615,0.009615385,0.003846154,0.001923077,0.005769231,0.059615385,0.011538462,0,0,0.009615385,0.005769231,0
Pb,Fe,0.082692308,0.007692308,0.001923077,0.005769231,0.007692308,0.003846154,0.015384615,0.013461538,0.021153846,0.144230769,0.005769231,0.030769231,0.001923077,0.015384615,0,0.007692308,0.001923077,0.017307692,0.144230769,0.011538462,0.009615385,0.001923077,0.009615385,0.109615385,0.046153846,0,0.017307692,0.025,0.013461538,0.015384615
Pb,Ni,0.001923077,0,0,0,0,0.001923077,0,0,0,0.005769231,0.009615385,0.003846154,0,0,0,0,0,0,0.009615385,0,0,0,0,0.001923077,0.007692308,0,0,0.001923077,0,0.001923077
Pb,Cu,0.101923077,0.001923077,0.005769231,0,0.007692308,0.001923077,0,0.003846154,0,0.030769231,0.003846154,0.240384615,0.038461538,0.005769231,0,0.009615385,0.007692308,0.013461538,0.240384615,0.003846154,0.001923077,0,0.038461538,0.123076923,0.146153846,0.023076923,0.007692308,0.034615385,0.040384615,0.076923077
Pb,Ag,0.003846154,0,0.001923077,0,0,0,0,0,0.003846154,0.001923077,0,0.038461538,0.115384615,0.001923077,0,0,0,0,0.115384615,0,0,0.001923077,0.007692308,0.007692308,0.101923077,0.003846154,0,0.026923077,0.053846154,0.046153846
Pb,Zn,0.032692308,0.001923077,0.001923077,0,0.003846154,0,0.005769231,0.005769231,0.007692308,0.015384615,0,0.005769231,0.001923077,0.05,0,0,0,0.009615385,0.05,0.005769231,0.001923077,0.003846154,0.003846154,0.05,0.007692308,0.001923077,0.001923077,0.019230769,0.001923077,0
Pb,B,0.007692308,0,0.001923077,0.001923077,0.003846154,0.001923077,0,0,0.001923077,0,0,0,0,0,0.011538462,0,0.003846154,0.005769231,0.011538462,0.001923077,0,0.005769231,0.005769231,0.011538462,0,0,0,0,0,0
Pb,Al,0.053846154,0.003846154,0.001923077,0,0.013461538,0,0,0.001923077,0.003846154,0.007692308,0,0.009615385,0,0,0,0.057692308,0.007692308,0.019230769,0.057692308,0,0.001923077,0.005769231,0.005769231,0.055769231,0.015384615,0,0.013461538,0.005769231,0.001923077,0
Pb,C,0.044230769,0.001923077,0,0.005769231,0.003846154,0,0,0,0.003846154,0.001923077,0,0.007692308,0,0,0.003846154,0.007692308,0.053846154,0.011538462,0.053846154,0.003846154,0.001923077,0.001923077,0.011538462,0.053846154,0.015384615,0,0,0,0,0
Pb,Si,0.051923077,0,0.001923077,0.005769231,0.026923077,0.003846154,0,0.001923077,0.011538462,0.017307692,0,0.013461538,0,0.009615385,0.005769231,0.019230769,0.011538462,0.084615385,0.084615385,0.001923077,0.001923077,0.007692308,0.015384615,0.084615385,0.013461538,0,0,0.001923077,0,0
